18:37:19.204 [Philosopher-4; Meals=0]: I'm alive!
18:37:19.412 [Philosopher-4; Meals=0]: Release my fork (Fork-2 from Chair-2)
18:37:19.416 [Philosopher-5; Meals=0]: Release my fork (Fork-3 from Chair-3)
18:37:19.427 [Philosopher-2; Meals=0]: Release my fork (Fork-5 from Chair-5)
18:37:19.431 [Philosopher-4; Meals=0]: Picked up fork (Fork-2 from Chair-2)
18:37:19.437 [Philosopher-3; Meals=0]: Release my fork (Fork-4 from Chair-4)
18:37:19.439 [Philosopher-5; Meals=0]: Picked up fork (Fork-3 from Chair-3)
18:37:19.447 [Philosopher-2; Meals=0]: Picked up fork (Fork-5 from Chair-5)
18:37:19.448 [Philosopher-1; Meals=0]: Picked up fork (Fork-1 from Chair-1)
18:37:19.452 [Philosopher-5; Meals=0]: Release my fork (Fork-3 from Chair-3)
18:37:19.458 [Philosopher-4; Meals=0]: Release my fork (Fork-2 from Chair-2)
18:37:19.463 [Philosopher-2; Meals=0]: Picked up fork (Fork-4 from Chair-4)
18:37:19.467 [Philosopher-1; Meals=0]: Release my fork (Fork-1 from Chair-1)
18:37:19.471 [Philosopher-3; Meals=0]: Picked up fork (Fork-3 from Chair-3)
18:37:19.493 [Philosopher-2; Meals=0]: Found 2 forks! :D
18:37:19.501 [Philosopher-5; Meals=0]: Picked up fork (Fork-2 from Chair-2)
18:37:19.506 [Philosopher-1; Meals=0]: Picked up fork (Fork-1 from Chair-1)
18:37:19.506 [Philosopher-2; Meals=1]: Eating for 1 ms
18:37:19.506 [Philosopher-3; Meals=0]: Release my fork (Fork-3 from Chair-3)
18:37:19.512 [Philosopher-5; Meals=0]: Release my fork (Fork-2 from Chair-2)
18:37:19.517 [Philosopher-1; Meals=0]: Release my fork (Fork-1 from Chair-1)
18:37:19.523 [Philosopher-3; Meals=0]: Picked up fork (Fork-3 from Chair-3)
18:37:19.527 [Philosopher-2; Meals=1]: Release my fork (Fork-4 from Chair-4)
18:37:19.532 [Philosopher-1; Meals=0]: Picked up fork (Fork-1 from Chair-1)
18:37:19.532 [Philosopher-5; Meals=0]: Picked up fork (Fork-2 from Chair-2)
18:37:19.535 [Philosopher-3; Meals=0]: Release my fork (Fork-3 from Chair-3)
18:37:19.544 [Philosopher-1; Meals=0]: Release my fork (Fork-1 from Chair-1)
18:37:19.544 [Philosopher-2; Meals=1]: Release my fork (Fork-5 from Chair-5)
18:37:19.549 [Philosopher-3; Meals=0]: Picked up fork (Fork-4 from Chair-4)
18:37:19.549 [Philosopher-5; Meals=0]: Picked up fork (Fork-3 from Chair-3)
18:37:19.556 [Philosopher-1; Meals=0]: Picked up fork (Fork-1 from Chair-1)
18:37:19.557 [Philosopher-2; Meals=1]: Stand up from seat (Chair-5)
18:37:19.560 [Philosopher-3; Meals=0]: Release my fork (Fork-4 from Chair-4)
18:37:19.560 [Philosopher-5; Meals=0]: Found 2 forks! :D
18:37:19.568 [Philosopher-1; Meals=0]: Picked up fork (Fork-5 from Chair-5)
18:37:19.568 [Philosopher-2; Meals=1]: Mediating for 5 ms
18:37:19.577 [Philosopher-5; Meals=1]: Eating for 1 ms
18:37:19.581 [Philosopher-3; Meals=0]: Picked up fork (Fork-4 from Chair-4)
18:37:19.583 [Philosopher-1; Meals=0]: Found 2 forks! :D
18:37:19.593 [Philosopher-2; Meals=1]: Waiting for a nice seat...
18:37:19.594 [Philosopher-3; Meals=0]: Release my fork (Fork-4 from Chair-4)
18:37:19.594 [Philosopher-5; Meals=1]: Release my fork (Fork-2 from Chair-2)
18:37:19.595 [Philosopher-1; Meals=1]: Eating for 1 ms
18:37:19.606 [Philosopher-1; Meals=1]: Release my fork (Fork-1 from Chair-1)
18:37:19.606 [Philosopher-2; Meals=1]: Found a nice seat (Chair-5)
18:37:19.608 [Philosopher-5; Meals=1]: Release my fork (Fork-3 from Chair-3)
18:37:19.618 [Philosopher-2; Meals=1]: Waiting for 2 forks...
18:37:19.618 [Philosopher-3; Meals=0]: Picked up fork (Fork-4 from Chair-4)
18:37:19.619 [Philosopher-4; Meals=0]: Picked up fork (Fork-2 from Chair-2)
18:37:19.620 [Philosopher-1; Meals=1]: Release my fork (Fork-5 from Chair-5)
18:37:19.620 [Philosopher-5; Meals=1]: Stand up from seat (Chair-3)
18:37:19.631 [Philosopher-4; Meals=0]: Picked up fork (Fork-1 from Chair-1)
18:37:19.632 [Philosopher-3; Meals=0]: Picked up fork (Fork-3 from Chair-3)
18:37:19.633 [Philosopher-1; Meals=1]: Stand up from seat (Chair-1)
18:37:19.633 [Philosopher-5; Meals=1]: Mediating for 5 ms
18:37:19.634 [Philosopher-2; Meals=1]: Picked up fork (Fork-5 from Chair-5)
18:37:19.642 [Philosopher-4; Meals=0]: Found 2 forks! :D
18:37:19.644 [Philosopher-3; Meals=0]: Found 2 forks! :D
18:37:19.645 [Philosopher-1; Meals=1]: Mediating for 5 ms
18:37:19.649 [Philosopher-5; Meals=1]: Waiting for a nice seat...
18:37:19.653 [Philosopher-2; Meals=1]: Release my fork (Fork-5 from Chair-5)
18:37:19.653 [Philosopher-4; Meals=1]: Eating for 1 ms
18:37:19.657 [Philosopher-3; Meals=1]: Eating for 1 ms
18:37:19.663 [Philosopher-1; Meals=1]: Waiting for a nice seat...
18:37:19.665 [Philosopher-5; Meals=1]: Found a nice seat (Chair-1)
18:37:19.669 [Philosopher-2; Meals=1]: Picked up fork (Fork-5 from Chair-5)
18:37:19.670 [Philosopher-3; Meals=1]: Release my fork (Fork-4 from Chair-4)
18:37:19.670 [Philosopher-4; Meals=1]: Release my fork (Fork-1 from Chair-1)
18:37:19.678 [Philosopher-1; Meals=1]: Found a nice seat (Chair-3)
18:37:19.678 [Philosopher-5; Meals=1]: Waiting for 2 forks...
18:37:19.681 [Philosopher-2; Meals=1]: Release my fork (Fork-5 from Chair-5)
18:37:19.682 [Philosopher-4; Meals=1]: Release my fork (Fork-2 from Chair-2)
18:37:19.683 [Philosopher-3; Meals=1]: Release my fork (Fork-3 from Chair-3)
18:37:19.689 [Philosopher-1; Meals=1]: Waiting for 2 forks...
18:37:19.689 [Philosopher-5; Meals=1]: Picked up fork (Fork-1 from Chair-1)
18:37:19.693 [Philosopher-2; Meals=1]: Picked up fork (Fork-5 from Chair-5)
18:37:19.693 [Philosopher-4; Meals=1]: Stand up from seat (Chair-2)
18:37:19.698 [Philosopher-3; Meals=1]: Stand up from seat (Chair-4)
18:37:19.698 [Philosopher-5; Meals=1]: Release my fork (Fork-1 from Chair-1)
18:37:19.702 [Philosopher-1; Meals=1]: Picked up fork (Fork-3 from Chair-3)
18:37:19.703 [Philosopher-2; Meals=1]: Picked up fork (Fork-4 from Chair-4)
18:37:19.703 [Philosopher-4; Meals=1]: Mediating for 5 ms
18:37:19.709 [Philosopher-3; Meals=1]: Mediating for 5 ms
18:37:19.710 [Philosopher-5; Meals=1]: Picked up fork (Fork-1 from Chair-1)
18:37:19.713 [Philosopher-1; Meals=1]: Picked up fork (Fork-2 from Chair-2)
18:37:19.715 [Philosopher-2; Meals=1]: Found 2 forks! :D
18:37:19.718 [Philosopher-4; Meals=1]: Waiting for a nice seat...
18:37:19.720 [Philosopher-5; Meals=1]: Release my fork (Fork-1 from Chair-1)
18:37:19.724 [Philosopher-1; Meals=1]: Found 2 forks! :D
18:37:19.725 [Philosopher-3; Meals=1]: Waiting for a nice seat...
18:37:19.729 [Philosopher-2; Meals=2]: Eating for 1 ms
18:37:19.731 [Philosopher-4; Meals=1]: Found a nice seat (Chair-2)
18:37:19.735 [Philosopher-5; Meals=1]: Picked up fork (Fork-1 from Chair-1)
18:37:19.736 [Philosopher-3; Meals=1]: Found a nice seat (Chair-4)
18:37:19.747 [Philosopher-4; Meals=1]: Waiting for 2 forks...
18:37:19.749 [Philosopher-1; Meals=2]: Eating for 1 ms
18:37:19.753 [Philosopher-5; Meals=1]: Release my fork (Fork-1 from Chair-1)
18:37:19.754 [Philosopher-2; Meals=2]: Release my fork (Fork-4 from Chair-4)
18:37:19.755 [Philosopher-3; Meals=1]: Waiting for 2 forks...
18:37:19.762 [Philosopher-1; Meals=2]: Release my fork (Fork-2 from Chair-2)
18:37:19.766 [Philosopher-2; Meals=2]: Release my fork (Fork-5 from Chair-5)
18:37:19.767 [Philosopher-3; Meals=1]: Picked up fork (Fork-4 from Chair-4)
18:37:19.767 [Philosopher-5; Meals=1]: Picked up fork (Fork-1 from Chair-1)
18:37:19.773 [Philosopher-1; Meals=2]: Release my fork (Fork-3 from Chair-3)
18:37:19.776 [Philosopher-2; Meals=2]: Stand up from seat (Chair-5)
18:37:19.777 [Philosopher-4; Meals=1]: Picked up fork (Fork-2 from Chair-2)
18:37:19.778 [Philosopher-3; Meals=1]: Release my fork (Fork-4 from Chair-4)
18:37:19.782 [Philosopher-5; Meals=1]: Picked up fork (Fork-5 from Chair-5)
18:37:19.783 [Philosopher-1; Meals=2]: Stand up from seat (Chair-3)
18:37:19.787 [Philosopher-2; Meals=2]: Mediating for 5 ms
18:37:19.787 [Philosopher-4; Meals=1]: Release my fork (Fork-2 from Chair-2)
18:37:19.793 [Philosopher-3; Meals=1]: Picked up fork (Fork-4 from Chair-4)
18:37:19.793 [Philosopher-5; Meals=1]: Found 2 forks! :D
18:37:19.798 [Philosopher-1; Meals=2]: Mediating for 5 ms
18:37:19.799 [Philosopher-4; Meals=1]: Picked up fork (Fork-2 from Chair-2)
18:37:19.803 [Philosopher-2; Meals=2]: Waiting for a nice seat...
18:37:19.804 [Philosopher-3; Meals=1]: Picked up fork (Fork-3 from Chair-3)
18:37:19.804 [Philosopher-5; Meals=2]: Eating for 1 ms
18:37:19.810 [Philosopher-4; Meals=1]: Release my fork (Fork-2 from Chair-2)
18:37:19.814 [Philosopher-2; Meals=2]: Found a nice seat (Chair-3)
18:37:19.814 [Philosopher-3; Meals=1]: Found 2 forks! :D
18:37:19.815 [Philosopher-1; Meals=2]: Waiting for a nice seat...
18:37:19.815 [Philosopher-5; Meals=2]: Release my fork (Fork-1 from Chair-1)
18:37:19.823 [Philosopher-4; Meals=1]: Picked up fork (Fork-2 from Chair-2)
18:37:19.825 [Philosopher-2; Meals=2]: Waiting for 2 forks...
18:37:19.825 [Philosopher-3; Meals=2]: Eating for 1 ms
18:37:19.826 [Philosopher-1; Meals=2]: Found a nice seat (Chair-5)
18:37:19.835 [Philosopher-4; Meals=1]: Picked up fork (Fork-1 from Chair-1)
18:37:19.835 [Philosopher-5; Meals=2]: Release my fork (Fork-5 from Chair-5)
18:37:19.836 [Philosopher-3; Meals=2]: Release my fork (Fork-4 from Chair-4)
18:37:19.846 [Philosopher-1; Meals=2]: Waiting for 2 forks...
18:37:19.846 [Philosopher-4; Meals=1]: Found 2 forks! :D
18:37:19.846 [Philosopher-5; Meals=2]: Stand up from seat (Chair-1)
18:37:19.848 [Philosopher-3; Meals=2]: Release my fork (Fork-3 from Chair-3)
18:37:19.857 [Philosopher-1; Meals=2]: Picked up fork (Fork-5 from Chair-5)
18:37:19.857 [Philosopher-4; Meals=2]: Eating for 1 ms
18:37:19.857 [Philosopher-5; Meals=2]: Mediating for 5 ms
18:37:19.860 [Philosopher-2; Meals=2]: Picked up fork (Fork-3 from Chair-3)
18:37:19.860 [Philosopher-3; Meals=2]: Stand up from seat (Chair-4)
18:37:19.868 [Philosopher-1; Meals=2]: Picked up fork (Fork-4 from Chair-4)
18:37:19.871 [Philosopher-3; Meals=2]: Mediating for 5 ms
18:37:19.871 [Philosopher-4; Meals=2]: Release my fork (Fork-1 from Chair-1)
18:37:19.872 [Philosopher-5; Meals=2]: Waiting for a nice seat...
18:37:19.873 [Philosopher-2; Meals=2]: Release my fork (Fork-3 from Chair-3)
18:37:19.879 [Philosopher-1; Meals=2]: Found 2 forks! :D
18:37:19.882 [Philosopher-4; Meals=2]: Release my fork (Fork-2 from Chair-2)
18:37:19.883 [Philosopher-5; Meals=2]: Found a nice seat (Chair-1)
18:37:19.887 [Philosopher-3; Meals=2]: Waiting for a nice seat...
18:37:19.890 [Philosopher-1; Meals=3]: Eating for 1 ms
18:37:19.890 [Philosopher-2; Meals=2]: Picked up fork (Fork-3 from Chair-3)
18:37:19.892 [Philosopher-4; Meals=2]: Stand up from seat (Chair-2)
18:37:19.893 [Philosopher-5; Meals=2]: Waiting for 2 forks...
18:37:19.898 [Philosopher-3; Meals=2]: Found a nice seat (Chair-4)
18:37:19.901 [Philosopher-2; Meals=2]: Picked up fork (Fork-2 from Chair-2)
18:37:19.903 [Philosopher-1; Meals=3]: Release my fork (Fork-4 from Chair-4)
18:37:19.903 [Philosopher-4; Meals=2]: Mediating for 5 ms
18:37:19.905 [Philosopher-5; Meals=2]: Picked up fork (Fork-1 from Chair-1)
18:37:19.909 [Philosopher-3; Meals=2]: Waiting for 2 forks...
18:37:19.913 [Philosopher-2; Meals=2]: Found 2 forks! :D
18:37:19.915 [Philosopher-1; Meals=3]: Release my fork (Fork-5 from Chair-5)
18:37:19.917 [Philosopher-5; Meals=2]: Release my fork (Fork-1 from Chair-1)
18:37:19.922 [Philosopher-4; Meals=2]: Waiting for a nice seat...
18:37:19.924 [Philosopher-2; Meals=3]: Eating for 1 ms
18:37:19.924 [Philosopher-3; Meals=2]: Picked up fork (Fork-4 from Chair-4)
18:37:19.930 [Philosopher-1; Meals=3]: Stand up from seat (Chair-5)
18:37:19.934 [Philosopher-4; Meals=2]: Found a nice seat (Chair-2)
18:37:19.935 [Philosopher-5; Meals=2]: Picked up fork (Fork-1 from Chair-1)
18:37:19.936 [Philosopher-2; Meals=3]: Release my fork (Fork-2 from Chair-2)
18:37:19.936 [Philosopher-3; Meals=2]: Release my fork (Fork-4 from Chair-4)
18:37:19.941 [Philosopher-1; Meals=3]: Mediating for 5 ms
18:37:19.946 [Philosopher-4; Meals=2]: Waiting for 2 forks...
18:37:19.946 [Philosopher-5; Meals=2]: Picked up fork (Fork-5 from Chair-5)
18:37:19.948 [Philosopher-2; Meals=3]: Release my fork (Fork-3 from Chair-3)
18:37:19.951 [Philosopher-3; Meals=2]: Picked up fork (Fork-4 from Chair-4)
18:37:19.956 [Philosopher-4; Meals=2]: Picked up fork (Fork-2 from Chair-2)
18:37:19.956 [Philosopher-5; Meals=2]: Found 2 forks! :D
18:37:19.957 [Philosopher-1; Meals=3]: Sleeping for 10 ms
18:37:19.959 [Philosopher-2; Meals=3]: Stand up from seat (Chair-3)
18:37:19.962 [Philosopher-3; Meals=2]: Picked up fork (Fork-3 from Chair-3)
18:37:19.967 [Philosopher-4; Meals=2]: Release my fork (Fork-2 from Chair-2)
18:37:19.967 [Philosopher-5; Meals=3]: Eating for 1 ms
18:37:19.970 [Philosopher-2; Meals=3]: Mediating for 5 ms
18:37:19.972 [Philosopher-3; Meals=2]: Found 2 forks! :D
18:37:19.976 [Philosopher-4; Meals=2]: Picked up fork (Fork-2 from Chair-2)
18:37:19.977 [Philosopher-5; Meals=3]: Release my fork (Fork-1 from Chair-1)
18:37:19.978 [Philosopher-1; Meals=3]: Waiting for a nice seat...
18:37:19.982 [Philosopher-3; Meals=3]: Eating for 1 ms
18:37:19.985 [Philosopher-2; Meals=3]: Sleeping for 10 ms
18:37:19.987 [Philosopher-5; Meals=3]: Release my fork (Fork-5 from Chair-5)
18:37:19.988 [Philosopher-1; Meals=3]: Found a nice seat (Chair-3)
18:37:19.988 [Philosopher-4; Meals=2]: Picked up fork (Fork-1 from Chair-1)
18:37:19.998 [Philosopher-3; Meals=3]: Release my fork (Fork-4 from Chair-4)
18:37:20.002 [Philosopher-1; Meals=3]: Waiting for 2 forks...
18:37:20.002 [Philosopher-5; Meals=3]: Stand up from seat (Chair-1)
18:37:20.003 [Philosopher-4; Meals=2]: Found 2 forks! :D
18:37:20.008 [Philosopher-2; Meals=3]: Waiting for a nice seat...
18:37:20.009 [Philosopher-3; Meals=3]: Release my fork (Fork-3 from Chair-3)
18:37:20.013 [Philosopher-5; Meals=3]: Mediating for 5 ms
18:37:20.014 [Philosopher-4; Meals=3]: Eating for 1 ms
18:37:20.020 [Philosopher-2; Meals=3]: Found a nice seat (Chair-1)
18:37:20.020 [Philosopher-3; Meals=3]: Stand up from seat (Chair-4)
18:37:20.021 [Philosopher-1; Meals=3]: Picked up fork (Fork-3 from Chair-3)
18:37:20.028 [Philosopher-5; Meals=3]: Sleeping for 10 ms
18:37:20.029 [Philosopher-4; Meals=3]: Release my fork (Fork-1 from Chair-1)
18:37:20.031 [Philosopher-2; Meals=3]: Waiting for 2 forks...
18:37:20.031 [Philosopher-3; Meals=3]: Mediating for 5 ms
18:37:20.034 [Philosopher-1; Meals=3]: Release my fork (Fork-3 from Chair-3)
18:37:20.041 [Philosopher-4; Meals=3]: Release my fork (Fork-2 from Chair-2)
18:37:20.043 [Philosopher-2; Meals=3]: Picked up fork (Fork-1 from Chair-1)
18:37:20.048 [Philosopher-1; Meals=3]: Picked up fork (Fork-3 from Chair-3)
18:37:20.048 [Philosopher-3; Meals=3]: Sleeping for 10 ms
18:37:20.049 [Philosopher-4; Meals=3]: Stand up from seat (Chair-2)
18:37:20.050 [Philosopher-5; Meals=3]: Waiting for a nice seat...
18:37:20.052 [Philosopher-2; Meals=3]: Picked up fork (Fork-5 from Chair-5)
18:37:20.059 [Philosopher-1; Meals=3]: Picked up fork (Fork-2 from Chair-2)
18:37:20.060 [Philosopher-4; Meals=3]: Mediating for 5 ms
18:37:20.061 [Philosopher-5; Meals=3]: Found a nice seat (Chair-2)
18:37:20.064 [Philosopher-2; Meals=3]: Found 2 forks! :D
18:37:20.068 [Philosopher-3; Meals=3]: Waiting for a nice seat...
18:37:20.070 [Philosopher-1; Meals=3]: Found 2 forks! :D
18:37:20.072 [Philosopher-5; Meals=3]: Waiting for 2 forks...
18:37:20.075 [Philosopher-2; Meals=4]: Eating for 1 ms
18:37:20.079 [Philosopher-3; Meals=3]: Found a nice seat (Chair-4)
18:37:20.079 [Philosopher-4; Meals=3]: Sleeping for 10 ms
18:37:20.080 [Philosopher-1; Meals=4]: Eating for 1 ms
18:37:20.086 [Philosopher-2; Meals=4]: Release my fork (Fork-1 from Chair-1)
18:37:20.091 [Philosopher-1; Meals=4]: Release my fork (Fork-2 from Chair-2)
18:37:20.093 [Philosopher-3; Meals=3]: Waiting for 2 forks...
18:37:20.099 [Philosopher-2; Meals=4]: Release my fork (Fork-5 from Chair-5)
18:37:20.103 [Philosopher-4; Meals=3]: Waiting for a nice seat...
18:37:20.103 [Philosopher-5; Meals=3]: Picked up fork (Fork-1 from Chair-1)
18:37:20.104 [Philosopher-1; Meals=4]: Release my fork (Fork-3 from Chair-3)
18:37:20.111 [Philosopher-2; Meals=4]: Stand up from seat (Chair-1)
18:37:20.112 [Philosopher-3; Meals=3]: Picked up fork (Fork-4 from Chair-4)
18:37:20.114 [Philosopher-4; Meals=3]: Found a nice seat (Chair-5)
18:37:20.114 [Philosopher-5; Meals=3]: Picked up fork (Fork-2 from Chair-2)
18:37:20.122 [Philosopher-2; Meals=4]: Mediating for 5 ms
18:37:20.123 [Philosopher-1; Meals=4]: Stand up from seat (Chair-3)
18:37:20.124 [Philosopher-3; Meals=3]: Picked up fork (Fork-3 from Chair-3)
18:37:20.125 [Philosopher-5; Meals=3]: Found 2 forks! :D
18:37:20.127 [Philosopher-4; Meals=3]: Waiting for 2 forks...
18:37:20.135 [Philosopher-1; Meals=4]: Mediating for 5 ms
18:37:20.135 [Philosopher-3; Meals=3]: Found 2 forks! :D
18:37:20.137 [Philosopher-5; Meals=4]: Eating for 1 ms
18:37:20.139 [Philosopher-2; Meals=4]: Waiting for a nice seat...
18:37:20.139 [Philosopher-4; Meals=3]: Picked up fork (Fork-5 from Chair-5)
18:37:20.146 [Philosopher-3; Meals=4]: Eating for 1 ms
18:37:20.149 [Philosopher-5; Meals=4]: Release my fork (Fork-1 from Chair-1)
18:37:20.150 [Philosopher-4; Meals=3]: Release my fork (Fork-5 from Chair-5)
18:37:20.151 [Philosopher-1; Meals=4]: Waiting for a nice seat...
18:37:20.154 [Philosopher-2; Meals=4]: Found a nice seat (Chair-1)
18:37:20.158 [Philosopher-3; Meals=4]: Release my fork (Fork-4 from Chair-4)
18:37:20.159 [Philosopher-5; Meals=4]: Release my fork (Fork-2 from Chair-2)
18:37:20.161 [Philosopher-1; Meals=4]: Found a nice seat (Chair-3)
18:37:20.162 [Philosopher-4; Meals=3]: Picked up fork (Fork-5 from Chair-5)
18:37:20.165 [Philosopher-2; Meals=4]: Waiting for 2 forks...
18:37:20.169 [Philosopher-3; Meals=4]: Release my fork (Fork-3 from Chair-3)
18:37:20.169 [Philosopher-5; Meals=4]: Stand up from seat (Chair-2)
18:37:20.171 [Philosopher-1; Meals=4]: Waiting for 2 forks...
18:37:20.173 [Philosopher-4; Meals=3]: Picked up fork (Fork-4 from Chair-4)
18:37:20.176 [Philosopher-2; Meals=4]: Picked up fork (Fork-1 from Chair-1)
18:37:20.179 [Philosopher-3; Meals=4]: Stand up from seat (Chair-4)
18:37:20.179 [Philosopher-5; Meals=4]: Mediating for 5 ms
18:37:20.182 [Philosopher-1; Meals=4]: Picked up fork (Fork-3 from Chair-3)
18:37:20.184 [Philosopher-4; Meals=3]: Found 2 forks! :D
18:37:20.189 [Philosopher-2; Meals=4]: Release my fork (Fork-1 from Chair-1)
18:37:20.190 [Philosopher-3; Meals=4]: Mediating for 5 ms
18:37:20.192 [Philosopher-1; Meals=4]: Picked up fork (Fork-2 from Chair-2)
18:37:20.194 [Philosopher-5; Meals=4]: Waiting for a nice seat...
18:37:20.195 [Philosopher-4; Meals=4]: Eating for 1 ms
18:37:20.202 [Philosopher-2; Meals=4]: Picked up fork (Fork-1 from Chair-1)
18:37:20.205 [Philosopher-1; Meals=4]: Found 2 forks! :D
18:37:20.206 [Philosopher-3; Meals=4]: Waiting for a nice seat...
18:37:20.206 [Philosopher-5; Meals=4]: Found a nice seat (Chair-2)
18:37:20.214 [Philosopher-2; Meals=4]: Release my fork (Fork-1 from Chair-1)
18:37:20.214 [Philosopher-4; Meals=4]: Release my fork (Fork-4 from Chair-4)
18:37:20.216 [Philosopher-1; Meals=5]: Eating for 1 ms
18:37:20.219 [Philosopher-3; Meals=4]: Found a nice seat (Chair-4)
18:37:20.219 [Philosopher-5; Meals=4]: Waiting for 2 forks...
18:37:20.225 [Philosopher-4; Meals=4]: Release my fork (Fork-5 from Chair-5)
18:37:20.226 [Philosopher-2; Meals=4]: Picked up fork (Fork-1 from Chair-1)
18:37:20.229 [Philosopher-1; Meals=5]: Release my fork (Fork-2 from Chair-2)
18:37:20.229 [Philosopher-3; Meals=4]: Waiting for 2 forks...
18:37:20.235 [Philosopher-4; Meals=4]: Stand up from seat (Chair-5)
18:37:20.236 [Philosopher-2; Meals=4]: Picked up fork (Fork-5 from Chair-5)
18:37:20.240 [Philosopher-1; Meals=5]: Release my fork (Fork-3 from Chair-3)
18:37:20.240 [Philosopher-3; Meals=4]: Picked up fork (Fork-4 from Chair-4)
18:37:20.244 [Philosopher-5; Meals=4]: Picked up fork (Fork-2 from Chair-2)
18:37:20.247 [Philosopher-2; Meals=4]: Found 2 forks! :D
18:37:20.247 [Philosopher-4; Meals=4]: Mediating for 5 ms
18:37:20.251 [Philosopher-1; Meals=5]: Stand up from seat (Chair-3)
18:37:20.252 [Philosopher-3; Meals=4]: Release my fork (Fork-4 from Chair-4)
18:37:20.254 [Philosopher-5; Meals=4]: Release my fork (Fork-2 from Chair-2)
18:37:20.256 [Philosopher-2; Meals=5]: Eating for 1 ms
18:37:20.263 [Philosopher-1; Meals=5]: Mediating for 5 ms
18:37:20.264 [Philosopher-3; Meals=4]: Picked up fork (Fork-4 from Chair-4)
18:37:20.267 [Philosopher-4; Meals=4]: Waiting for a nice seat...
18:37:20.274 [Philosopher-2; Meals=5]: Release my fork (Fork-1 from Chair-1)
18:37:20.276 [Philosopher-5; Meals=4]: Picked up fork (Fork-2 from Chair-2)
18:37:20.277 [Philosopher-3; Meals=4]: Picked up fork (Fork-3 from Chair-3)
18:37:20.279 [Philosopher-4; Meals=4]: Found a nice seat (Chair-3)
18:37:20.280 [Philosopher-1; Meals=5]: Waiting for a nice seat...
18:37:20.287 [Philosopher-2; Meals=5]: Release my fork (Fork-5 from Chair-5)
18:37:20.288 [Philosopher-3; Meals=4]: Found 2 forks! :D
18:37:20.288 [Philosopher-5; Meals=4]: Picked up fork (Fork-1 from Chair-1)
18:37:20.291 [Philosopher-1; Meals=5]: Found a nice seat (Chair-5)
18:37:20.291 [Philosopher-4; Meals=4]: Waiting for 2 forks...
18:37:20.301 [Philosopher-2; Meals=5]: Stand up from seat (Chair-1)
18:37:20.301 [Philosopher-5; Meals=4]: Found 2 forks! :D
18:37:20.302 [Philosopher-3; Meals=5]: Eating for 1 ms
18:37:20.306 [Philosopher-1; Meals=5]: Waiting for 2 forks...
18:37:20.312 [Philosopher-2; Meals=5]: Mediating for 5 ms
